section_id	document_id	collection	document_code	section_order	title_pl	title_en	description_pl	description_en
276	4	rosja	A4	67	Wieś się wyżywi, miasta niekoniecznie	The Countryside Will Feed Itself; the Cities May Not	Wieś ma bufory przetrwania; politycznie groźniejsze są braki żywności w dużych miastach.	Rural areas retain survival buffers; politically, food shortages in large cities are more dangerous.
277	4	rosja	A4	68	3. Złoto — wyprzedaż stulecia	3. Gold — the Sale of the Century	Bank centralny sprzedaje złoto w rekordowym tempie, by łatać budżet.	The central bank sells gold at a record pace to plug the budget.
278	4	rosja	A4	69	4. Kolej — piąty rok spadku i degradacja pod spodem	4. Railways — a Fifth Year of Decline, with Degradation Underneath	Spadek przewozów nakłada się na kadry, majątek i coraz gorszą jakość infrastruktury.	Falling freight volumes overlap with workforce losses, asset deterioration and worsening infrastructure quality.
279	4	rosja	A4	70	Paradoks pracy przewozowej	The Freight-Work Paradox	Praca przewozowa może maskować kurczący się wolumen dzięki zmianie długości tras i struktury ładunków.	Freight work can mask shrinking volumes through changes in route length and cargo mix.
280	4	rosja	A4	71	Wyprzedaż majątku i ubytek ludzi	Asset Sales and Loss of People	Kolej wyprzedaje aktywa i traci techników potrzebnych do utrzymania systemu.	The railway sells assets and loses the technicians needed to keep the system running.
281	4	rosja	A4	72	Fałszowane remonty i zakazy załadunku	Falsified Repairs and Loading Bans	Papierowa sprawność i zakazy załadunku maskują realną degradację infrastruktury kolejowej.	Paper readiness and loading bans conceal the real degradation of railway infrastructure.
282	4	rosja	A4	73	5. Lotnictwo cywilne — awaria co tydzień	5. Civil Aviation — a Failure Every Week	Kanibalizacja części i ograniczony serwis przekładają się na rosnącą awaryjność lotnictwa cywilnego.	Parts cannibalisation and constrained maintenance translate into growing civil-aviation failure rates.
283	4	rosja	A4	74	6. Sektor korporacyjny — zarządzany upadek	6. The Corporate Sector — Managed Decline	Duże firmy przechodzą od wzrostu do restrukturyzacji, strat i kontrolowanego kurczenia.	Large companies move from growth to restructuring, losses and controlled contraction.
284	4	rosja	A4	75	7. Dlaczego to już czas przyszły dokonany	7. Why This Is Already Future Perfect	Część procesów przekroczyła etap prognozy: pytanie dotyczy skutków, nie samego wystąpienia.	Some processes have passed the forecasting stage: the question is about consequences, not whether they will occur.
285	4	rosja	A4	76	X. Mobilizacja cicha i pełna	X. Silent and Full Mobilisation	Rosja między kosztownym werbunkiem, cichym poborem i ryzykiem pełnej mobilizacji.	Russia between costly recruitment, quiet mobilisation and the risk of full mobilisation.
286	4	rosja	A4	77	1. Werbunek siada	1. Recruitment Is Failing	Premie rosną, a dobrowolny napływ ludzi daje coraz mniejszy efekt marginalny.	Bonuses rise while voluntary inflows of manpower produce ever smaller marginal returns.
287	4	rosja	A4	78	2. Cicha mobilizacja — co już trwa	2. Quiet Mobilisation — What Is Already Happening	Administracyjne i kontraktowe mechanizmy zwiększają zasób ludzi bez formalnego ogłoszenia mobilizacji.	Administrative and contractual mechanisms increase manpower without formally declaring mobilisation.
288	4	rosja	A4	79	3. Głos przeciwny — czy na pewno brakuje	3. The Counterargument — Is There Really a Shortage?	Kontrargument: obecny werbunek może wystarczać do utrzymania frontu, choć nie do przełomu.	Counterargument: current recruitment may be enough to hold the front, though not to achieve a breakthrough.
289	4	rosja	A4	80	4. Pełna mobilizacja po wyborach	4. Full Mobilisation After the Elections	Wrzesień ogranicza politycznie decyzję, więc pełny pobór rozważany jest po wyborach.	September politically constrains the decision, so full mobilisation is considered more plausible after the elections.
290	4	rosja	A4	81	5. Co by dała, a co zabrała	5. What It Would Give, and What It Would Take Away	Pełna mobilizacja kupuje piechotę kosztem rynku pracy, specjalistów, emigracji i spokoju.	Full mobilisation buys infantry at the cost of the labour market, specialists, emigration and social calm.
291	4	rosja	A4	82	Dałaby: masę piechoty, na jeden sezon	It Would Give: Mass Infantry, for One Season	Kilkaset tysięcy ludzi daje jednorazowy sezon większej masy frontowej.	Several hundred thousand people would provide one season of greater mass at the front.
292	4	rosja	A4	83	Zabrałaby: ostatnie rezerwy rynku pracy	It Would Take Away: the Last Labour-Market Reserves	Pobór wyciąga ludzi z rynku, który już niemal nie ma rezerw.	Conscription removes people from a labour market that already has almost no reserves.
293	4	rosja	A4	84	Zabrałaby: specjalistów, których wojna potrzebuje najbardziej	It Would Take Away: the Specialists the War Needs Most	Mobilizacja odbiera gospodarce techników potrzebnych także samemu wojsku.	Mobilisation pulls technicians from the economy who are also needed by the military itself.
294	4	rosja	A4	85	Zabrałaby: kolejną falę emigracji, tym razem trwałą	It Would Take Away: Another Wave of Emigration, This Time Permanent	Nowa fala poboru może wywołać trwałą emigrację młodych i mobilnych.	A new mobilisation wave could trigger lasting emigration among the young and mobile.
295	4	rosja	A4	86	Zabrałaby: spokój społeczny, którego nie da się odkupić	It Would Take Away: Social Calm That Cannot Be Bought Back	Pełna mobilizacja ujawnia skalę wojny i podnosi koszt społeczny reżimu.	Full mobilisation reveals the scale of the war and raises the regime's social cost.
296	4	rosja	A4	87	XI. Chiński substytut komponentowy	XI. The Chinese Component Substitute	Chiny zastępują część zachodnich dostaw, lecz pogłębiają jednostronną zależność Rosji.	China replaces part of Western supply, but deepens Russia's one-sided dependence.
297	4	rosja	A4	88	1. Skala zastąpienia	1. Scale of Replacement	Chińskie komponenty masowo wypełniają rosyjskie luki w elektronice i technologiach podwójnego zastosowania.	Chinese components fill Russian gaps in electronics and dual-use technologies on a mass scale.
298	4	rosja	A4	89	2. Oficjalna kapitulacja programu niezależności	2. Official Surrender of the Independence Programme	Rosja formalnie obniża cel niezależności elektronicznej i tnie programy krajowe.	Russia formally lowers its target for electronic independence and cuts domestic programmes.
299	4	rosja	A4	90	3. Irtysz — procesor, który nie jest rosyjski	3. Irtysh — a Processor That Is Not Russian	„Rosyjski” procesor okazuje się chińską architekturą i zagraniczną produkcją.	The “Russian” processor turns out to rely on Chinese architecture and foreign manufacturing.
300	4	rosja	A4	91	4. Kanały szarej strefy	4. Grey-Zone Channels	Sankcjonowane komponenty płyną przez pośredników, firmy słupowe i trzecie państwa.	Sanctioned components flow through intermediaries, shell companies and third countries.
301	4	rosja	A4	92	5. Gaz — oba kierunki zamknięte	5. Gas — Both Directions Closed	Rynek europejski utracony, a chiński kierunek nie daje porównywalnej skali ani warunków.	The European market is lost, while the Chinese route cannot provide comparable scale or terms.
302	4	rosja	A4	93	6. To nie substytucja, to zamiana wierzyciela	6. This Is Not Substitution, It Is Changing Creditors	Rosja nie odzyskała samodzielności, tylko zamieniła Zachód na silniejszego wierzyciela chińskiego.	Russia did not regain autonomy; it replaced the West with a stronger Chinese creditor.
303	4	rosja	A4	94	XII. Przemysł zbrojeniowy — cztery domknięcia	XII. The Defence Industry — Four Closures	Powtarzane uderzenia, komponentowe wąskie gardła i brak ludzi spinają presję na zbrojeniówkę.	Repeated strikes, component bottlenecks and labour shortages close the pressure loop around the defence industry.
304	4	rosja	A4	95	1. Macierz powtórzeń	1. Repetition Matrix	Te same zakłady trafiane szybciej, niż mogą kończyć kolejne cykle napraw.	The same plants are hit faster than they can complete successive repair cycles.
305	4	rosja	A4	96	2. Wąskim gardłem jest komponent, nie budynek	2. The Bottleneck Is the Component, Not the Building	Kluczowym ograniczeniem stają się trudne do zastąpienia części i technologie, nie hale.	The key constraint is hard-to-replace parts and technologies, not factory halls.
306	4	rosja	A4	97	3. KAB — jeden produkt, trzy ogniwa	3. KAB — One Product, Three Links	Produkcja KAB zależy od kilku różnych, równocześnie podatnych ogniw dostaw.	KAB production depends on several different and simultaneously vulnerable supply links.
307	4	rosja	A4	98	4. Trójkąt konkurencji o ludzi	4. The Triangle of Competition for People	Wojsko, zbrojeniówka i gospodarka cywilna konkurują o tę samą kurczącą się pulę specjalistów.	The military, defence industry and civilian economy compete for the same shrinking pool of specialists.
308	4	rosja	A4	99	XIII. Strumień pod obciążeniem	XIII. The Stream Under Load	Test drugiej strony równania: ukraiński strumień jest realny, ale też ma ograniczenia.	Testing the other side of the equation: Ukraine's production stream is real, but it also has limits.
309	4	rosja	A4	100	1. Strumień jest realny — liczby	1. The Stream Is Real — the Numbers	Produkcja dronów i pocisków rośnie jako odnawialny strumień, nie wyczerpywany magazyn.	Drone and missile production grows as a renewable flow rather than as a stockpile being depleted.
310	4	rosja	A4	101	2. Strumień finansowany, nie darmowy	2. The Stream Is Funded, Not Free	Głównym wąskim gardłem ukraińskiej produkcji jest finansowanie zewnętrzne, nie moce przemysłowe.	The main bottleneck in Ukrainian production is external financing, not industrial capacity.
311	4	rosja	A4	102	3. Piechota — deficyt, którego nie łata technologia	3. Infantry — a Shortage Technology Cannot Fix	Technologia nie usuwa strukturalnego braku wyszkolonej piechoty do utrzymywania terenu.	Technology does not remove the structural shortage of trained infantry needed to hold ground.
312	4	rosja	A4	103	4. Energetyka — korekta własnej tezy	4. Energy — a Correction to the Earlier Thesis	Ukraińska sieć regeneruje się, lecz ciężkie transformatory mają długi cykl odtworzenia.	Ukraine's grid is regenerating, but heavy transformers have long replacement cycles.
313	4	rosja	A4	104	5. Asymetria ograniczeń	5. Asymmetry of Constraints	Rosyjskie ograniczenia są głównie fizyczne i jednokierunkowe; ukraińskie częściej politycznie odwracalne.	Russian constraints are mainly physical and one-way; Ukrainian constraints are more often politically reversible.
314	4	rosja	A4	105	XIV. Czego Rosja nauczyła się dobrze	XIV. What Russia Has Learned to Do Well	Steelmanning: Rosja skutecznie obchodzi część sankcji i buduje nowe mechanizmy odporności.	Steelmanning: Russia effectively circumvents some sanctions and builds new resilience mechanisms.
315	4	rosja	A4	106	1. Flota cieni — od obejścia do instytucji	1. The Shadow Fleet — from Workaround to Institution	Flota cieni stała się trwałą rosyjską instytucją eksportową mimo sankcji jednostkowych.	The shadow fleet has become a durable Russian export institution despite vessel-by-vessel sanctions.
316	4	rosja	A4	107	2. Nowy poziom: budowa mocy pod sankcjami	2. A New Level: Building Capacity Under Sanctions	Rosja i partnerzy rozwijają nowe moce projektowe nawet wewnątrz reżimu sankcyjnego.	Russia and its partners develop new project capacity even within the sanctions regime.
317	4	rosja	A4	108	3. Kontradaptacja: sankcje kinetyczne	3. Counter-Adaptation: Kinetic Sanctions	Ukraina odpowiada na sankcyjne obejścia fizycznym niszczeniem infrastruktury i środków transportu.	Ukraine answers sanctions circumvention by physically destroying infrastructure and transport assets.
318	4	rosja	A4	109	4. Pozostałe adaptacje	4. Other Adaptations	Import równoległy, substytucja i reorganizacja produkcji łagodzą część zewnętrznej presji.	Parallel imports, substitution and production reorganisation soften part of the external pressure.
319	4	rosja	A4	110	5. Cena każdej adaptacji	5. The Cost of Every Adaptation	Każde obejście podnosi koszt, wydłuża łańcuch i zwiększa zależność od pośredników.	Every workaround raises costs, lengthens the chain and increases dependence on intermediaries.
320	4	rosja	A4	111	6. Dlaczego to wzmacnia tezę, a nie osłabia	6. Why This Strengthens the Thesis Rather Than Weakens It	Skuteczna adaptacja pokazuje, że system trwa, ale za cenę rosnącej złożoności i kosztu.	Successful adaptation shows that the system persists, but at the price of growing complexity and cost.
321	4	rosja	A4	112	XV. Bankowość — najkrótszy zapalnik	XV. Banking — the Shortest Fuse	Utajony kryzys bankowy jako najszybszy mechanizm przejścia z erozji do paniki.	A concealed banking crisis as the fastest mechanism for turning erosion into panic.
322	4	rosja	A4	113	1. Formalnie kryzys już trwa	1. Formally, the Crisis Is Already Underway	Złe aktywa i niespłacalność przekraczają poziomy odpowiadające kryzysowi bankowemu.	Bad assets and insolvency exceed levels consistent with a banking crisis.
323	4	rosja	A4	114	2. Maskowanie przez restrukturyzację	2. Masking Through Restructuring	Restrukturyzacje odsuwają klasyfikację złych długów i przenoszą koszt na państwo.	Restructuring delays classification of bad debt and shifts the cost onto the state.
324	4	rosja	A4	115	3. Marketplace'y jako przyspiesznik	3. Marketplaces as an Accelerator	Uderzenia magazynowe pogarszają jakość kredytów firm i zwiększają rezerwy banków.	Warehouse strikes worsen corporate credit quality and increase banks' provisioning needs.
325	4	rosja	A4	116	4. Ucieczka gotówki i niespłacalność	4. Flight into Cash and Insolvency	Rosną jednocześnie gotówka poza bankami i niespłacalność gospodarstw oraz firm.	Cash outside the banking system and insolvency among households and firms are rising at the same time.
